Taj Mahal	Johnny Too Bad
Janis Joplin	Trust Me
Robert Cray	I Wonder
Fantastic Negrito	Bad Guy Necessity - Acoustic
T. Rex	The Slider
UFO	Too Hot to Handle - 2008 Remaster
Johnnie Taylor	I Found a Love
Wendell B	Just Don't Understand You
Terry Wright	She Was Playing Too
Jack White	I Guess I Should Go To Sleep
The Who	I'm Free
Jack White	I Think I Found The Culprit
Cary Morin	When I Rise
Kenny Wayne Shepherd	I Found Love - When I Found You
J.J. Cale	I Got The Same Old Blues
Junior Kimbrough	Feels so Good #2
John Lee Hooker	The Motor City Is Burning
Lightnin' Hopkins	Devil Is Watching You
Charlie Parr	Cheap Wine
Sonic Youth	100%
The Who	Slip Kid
Black Pistol Fire	Alabama Coldcock
JJ Grey & Mofro	The Sun Is Shinning Down - OurVinyl Sessions
The Sonics	Shot Down
T. Rex	I Love To Boogie
The Wood Brothers	Chocolate On My Tongue
The White Stripes	Your Southern Can Is Mine
Delaney & Bonnie	Never Ending Song of Love
Jaye Hammer	Party Mood
The Heavy	No Time
Eric Clapton	She's Waiting - 1999 Remaster
Santana	Day of Celebration
Ms. Jody	When Your Give a Damn Just Don't Give a Damn Anymore
Muddy Waters	You Can't Lose What You Ain't Never Had
The Bones of J.R. Jones	Sing Sing
Willie Dixon	Back Door Man
Big Brother & The Holding Company	Turtle Blues
Tab Benoit	Sunrise
Eagles Of Death Metal	High Voltage / It's A Long Way To The Top (If You Wanna Rock 'N' Roll)
Slim Harpo	Shake Your Hips
Peter Frampton	Lines On My Face - Live
cleopatrick	Friends
Eric Clapton	Tulsa Time
Dr. John	Shoo Fly Marches On
Ron Gallo	Put the Kids to Bed
Eagles Of Death Metal	Silverlake (K.S.O.F.M.)
Eric Clapton	Little Wing - Live from Madison Square Garden
The Dead Weather	Are Friends Electric?
Bigg Robb	Grown N' Sexy (feat. Sir Charles Jones & R-3)
Traffic	Hidden Treasure
Morphine	Thursday
Junior Kimbrough	Feels so Good #1
Etta James	Don't Lose Your Good Thing
Medicine Head	Just Like Tom Thumb's Blues
Eric Clapton	Forever Man - 1999 Remaster
Merl Saunders	How Sweet It Is (To Be Loved By You) - Previously Unreleased Take
Doyle Bramhall II	Mama Can't Help You
Al Green	God Blessed Our Love
Wolfmother	Love Train
The California Honeydrops	Those Days
Professor Longhair	Go To The Mardi Gras
Larkin Poe	Ain't Gonna Cry
Shawn James & the Shapeshifters	Lake of Fire
Ella Fitzgerald	Under A Blanket Of Blue
Joe Bonamassa	I'll Play The Blues For You - Live
Joe Bonamassa	Lonesome Whistle Blues - Live
Thee Oh Sees	Animated Violence
Wishbone Ash	The King Will Come
The Byrds	Have You Seen Her Face
The Who	Going Mobile - Original Album Version
Robert Johnson	Love in Vain - Take 1
The Detroit Cobras	Midnite Blues
Sonny Rhodes	Ballad of Serenity
Esther Phillips	And I Love Him
Robert Johnson	Hell Hound On My Trail
Deborah Coleman	I'm A Woman
Jack White	Entitlement
The Black Keys	Brooklyn Bound
Jack White	Jack White on 'What's Yours is Mine'
The Pretty Things	She's a Lover
Shovels & Rope	El Paso - Recorded at Spotify Studios NYC
Sir Charles Jones	Hang On
All Them Witches	Workhorse
Tyrone Davis	Tip Toe Through the Bedroom
T. Rex	Life's a Gas - Remastered
Merl Saunders	Welcome To The Basement
Larkin Poe	Jailbreak
Eric Clapton	Motherless Children
Dr. John	Ice Age
Joe Bonamassa	Pick Up The Pieces
Joe Bonamassa	Stronger Now In Broken Places
Muddy Waters	Rollin' And Tumblin' - Pt. 1
Jack White	Jack White on 'Live a Lie'
Widespread Panic	Blackout Blues
The Diamonds	The Stroll
JJ Grey & Mofro	Six Ways from Sunday
Ruthie Foster	What Are You Listening To?
Billie Holiday	I Wished On the Moon (with Teddy Wilson & His Orchestra)
Blue Öyster Cult	Vengeance
Lukas Nelson and Promise of the Real	Where Does Love Go
Tedeschi Trucks Band	Misunderstood
The Heavy	Be Mine
Blues Saraceno	Judgement Day
Tyler Bryant & the Shakedown	Out There
Savoy Brown	Train To Nowhere
Freddie King	Palace Of The King - Remastered
J.J. Cale	Lights Down Low
Mary Wells	Your Old Stand By - Single Version
Deep Purple	Woman from Tokyo - Single Edit; 2002 Remaster [Single Edit]
Aretha Franklin	Spirit in the Dark
Memphis Minnie	If You See My Rooster (Please Run Him Home)
The Black Keys	Run Me Down
Jamie N Commons	Lead Me Home - Live At Spotify House
Allen Toussaint	Soul Sister - Remastered Version
Cage The Elephant	Carry Me In
Grand Funk Railroad	Footstompin' Music
Santana	Maria Maria - Wyclef Remix
The Platters	All My Love Belongs To You
The Heavy	Cause For Alarm
Al Green	Funny How Time Slips Away
The Doobie Brothers	Eyes of Silver - 2006 Remaster
Heartless Bastards	Marathon
Phish	More
Lynyrd Skynyrd	Red White and Blue - Live from Freedom Hall
Lynyrd Skynyrd	Born to Run
Etta James	Misty Blue
Widespread Panic	Wonderin'
Keb' Mo'	Old Me Better
The Sideshow Tragedy	Number One
Jerry Garcia	Friend Of The Devil
Widespread Panic	Diner
Dave Van Ronk	He Was A Friend Of Mine
Gary Hoey	California Screamin' - From "California Screamin'"
Joe Cocker	Bye Bye Blackbird
Doyle Bramhall II	Everything You Need (feat. Eric Clapton)
Chuck Berry	Almost Grown
The Coasters	Down in Mexico - Remastered
Bonnie Raitt	Come To Me
Ted Nugent	Dog Eat Dog
Ted Nugent	Snakeskin Cowboys
The Duprees	Have You Heard
Albert Cummings	Hoochie Coochie Man/Dixie Chicken Medley - Medley/Live
Jeff Beck	She's a Woman
Mike Zito	Judgment Day
Levon Helm	Deep Elem Blues
Buddy Guy	Stay Around A Little Longer
Keb' Mo'	Dirty Low Down And Bad
Eric Johnson	Cliffs of Dover - Live
Al Green	I've Never Found a Girl
Ray Charles	You Be My Baby
Black Rebel Motorcycle Club	Love Burns
Badfinger	I Miss You
Widespread Panic	Jamais Vu (The World Has Changed)
Robert Cray	The Same Love That Made Me Laugh
The Blue Stones	The Drop
Clutch	Book of Bad Decisions
Ben Miller Band	The Outsider
The Earls	Remember Then
Johnny Winter	Mojo Boogie
Jimi Hendrix	Valleys of Neptune
Jerry Garcia	South Side Strut
Robert Petway	Catfish Blues
Michael Burks	Empty Promises
The Sheepdogs	Laid Back
Jethro Tull	Teacher - Single Mix; 2001 Remaster
Beth Hart	Leave the Light On
The Guess Who	Share the Land
The Allman Brothers Band	In Memory of Elizabeth Reed - Live
Tyrone Davis	Can I Change My Mind
Allen Toussaint	Worldwide - Remastered Version
Welshly Arms	We Move Easy
Otis Redding	Tennessee Waltz
Tedeschi Trucks Band	Darling Be Home Soon - Live
Aretha Franklin	Climbing Higher Mountains
Johnnie Taylor	Just Because
Allen Toussaint	American Tune
The California Honeydrops	Jolie
Woody Guthrie	Goodnight Little Arlo (Goodnight Little Darlin')
Ty Segall	Black Magick
The Fiestas	So Fine
Son House	M & O Blues
Jack White	Jack White on 'Thoughts and Prayers'
Jefferson Airplane	My Best Friend
Sonny Landreth	The High Side
Gary Clark Jr.	Grinder - Live
Keb' Mo'	Angelina
Gary U.S. Bonds	Out Of Work
JD McPherson	A Gentle Awakening
Goodbye June	Liberty Mother - Bonus Track
Joe Bonamassa	Boogie With Stu - Live
Whitesnake	Crying in the Rain 87 - 2018 Remaster
Jimi Hendrix	Mojo Man
Jethro Tull	Bungle in the Jungle - 2002 Remaster
Deap Vally	Royal Jelly
Buddy Guy	Stone Crazy
The Cramps	Garbageman
Robert Randolph & The Family Band	Got Soul
Chuck Berry	Carol
Muddy Waters	Honey Bee
The Blues Brothers	Green Onions
Justin Townes Earle	Mornings In Memphis
Skip James	Hard Time Killin' Floor Blues
The Platters	Sleepy Lagoon
Lukas Nelson and Promise of the Real	Lotta Fun
The Miracles	You Really Got A Hold On Me
Muddy Waters	Champagne And Reefer - Live
Steely Dan	Sign In Stranger
The Wood Brothers	Tried And Tempted
The Arcs	Young
The Doobie Brothers	Real Love - 2006 Remaster
JJ Grey & Mofro	Country Ghetto
Larkin Poe	Look Away
T.K. Soul	Cheating and Lying
Anderson East	Without You
Ella Fitzgerald	I Love Paris
Doyle Bramhall II	Keep You Dreamin'
Anderson East	Learning
The Kills	Siberian Nights
Anderson East	All On My Mind - Recorded at Sound Stage Nashville
Chris Robinson Brotherhood	Shadow Cosmos
X	Wild Thing - 45 Version
Ron Gallo	Please Yourself
Black Pistol Fire	Yet Again
The Byrds	I'll Feel a Whole Lot Better
T.K. Soul	It Aint Cheating Til You Get Caught
Roy Hamilton	You Can Have Her
Ella Fitzgerald	I Still Feel The Same About You
Keb' Mo'	Everything I Need
Derek & The Dominos	I Am Yours - 40th Anniversary Version / 2010 Remastered
The Kills	Fried My Little Brains
Sylvester Weaver	Guitar Rag
The Platters	You'll Never Know
Warren Haynes	That Smell - Live
Etta James	Anything To Say You're Mine
Chris Robinson Brotherhood	The Music's Hot
Michael Cooper	Dinner for Two
Bad Company	The Way I Choose - Demo Reel 1
Band Of Skulls	Himalayan
All Them Witches	Alabaster
Chuck Berry	Nadine - Stereo Remix
The Fleetwoods	Outside My Window
The Dirtbombs	Livin' for the City
The Black Keys	Yearnin'
Robert Johnson	Ramblin' On My Mind - Take 1
Widespread Panic	Jack
The Marcus King Band	Dave's Apparition (Interlude)
Leon Bridges	Brown Skin Girl - Live at SXSW 2015
Bigg Robb	Hit It from the Back (feat. L.j. Echols)
Damon Fowler	Ain't Gonna Rock with You No More
Al Green	Old Time Lovin'
Theodis Ealey	Pop That Middle
Ray Charles	This Little Girl of Mine
Muddy Waters	Louisiana Blues
The Wood Brothers	Spirit
Otis Redding	These Arms Of Mine
Alice Cooper	How You Gonna See Me Now
The White Stripes	A Boy's Best Friend
Dan Auerbach	Cellophane Angel
Seasick Steve	Shady Tree
The Reverend Peyton's Big Damn Band	Pot Roast and Kisses
Bonnie Raitt	Feels Like Home
Jack White	Hypermisophoniac
Sidiki Diabaté	I Love You
Ray Charles	Heartbreaker
Santana	Sueños
Philip Sayce	Alchemy
Gary Moore	Over The Hills And Far Away
The Wood Brothers	Pray Enough
Samantha Fish	No Angels
Irma Thomas	Two Winters Long
Wendell B	Mississippi Girl
Joe Bonamassa	Love Is A Gamble
Welshly Arms	The Only
ZZ Top	Waitin' for the Bus
King Khan and the Shrines	Welfare Bread
Mamie Smith	Crazy Blues
Etta James	I'm Gonna Take What He's Got
Roy Buchanan	Hey Joe - Live
Muddy Waters	Mean Old Frisco Blues
Grace Potter & The Nocturnals	Timekeeper
Lukas Nelson and Promise of the Real	Mystery
The Clovers	Wrapped Up In a Dream
Black Joe Lewis & The Honeybears	She's So Scandalous
Kenny Wayne Shepherd	Lay It On Down
Levon Helm	Got Me A Woman
Gary Clark Jr.	BYOB
Leon Bridges	Twistin' & Groovin' - Live at SXSW 2015
Danielle Nicole	Cry No More
Booker T. & the M.G.'s	Hip Hug-Her
John Mayall & The Bluesbreakers	Little Girl - Mono
Eric Clapton	Double Trouble - Live from Madison Square Garden
Keb' Mo'	For Better or Worse
Guitar Shorty	A Little Less Conversation
Bo Diddley	Hey! Bo Diddley
Bo Diddley	Diddley Daddy
Bo Diddley	Look At Grandma
Eric Bibb	Brazos River Blues
Mary Wells	What's Easy For Two Is So Hard For One
Grand Funk Railroad	In Need - Remastered
Warren Haynes	River's Gonna Rise
Big Mama Thornton	Ball N' Chain
The Blackwater Fever	Night Creeper
Lucky Peterson	Nana Jarnell
Billy Boy Arnold	Rub-A-Dub
Otis Taylor	Nasty Letter
The Band	It Makes No Difference - Remastered 2000
Slade	Run Runaway - Radio Edit
Mad Season	Artificial Red
Al Green	Let's Get Married
Seasick Steve	Sun on My Face
Earl Hooker	Blue Guitar
Morphine	All Wrong
Santana	Everybody's Everything
Tyler Bryant & the Shakedown	The Wayside
Ted Nugent	Wang Dang Sweet Poontang
KONGOS	Autocorrect
Eagles Of Death Metal	I Like To Move In The Night
Gov't Mule	Blind Man In The Dark
Bigg Robb	Lookin for a Country Girl
Etta James	Girl Of My Dreams - Single Version
Billy Stewart	Strange Feeling
The Delta Saints	Sun God
Jack White	Jack White on 'Hey Gyp (Dig the Slowness)'
Dan Auerbach	Keep It Hid
Eagles Of Death Metal	Anything 'Cept The Truth
Shovels & Rope	Mississippi Nuthin'
Oli Brown	Open Road
Clutch	How to Shake Hands
Ella Fitzgerald	Nature Boy
Kirk Fletcher	Two Steps Forward
The Who	Getting In Tune
Thee Oh Sees	Minotaur
Joe Cocker	The Letter - Live At The Fillmore East/1970
Robert Randolph & The Family Band	Love Do What It Do
Bobby "Blue" Bland	Stormy Monday Blues - Single Version / Stereo
Jimmy Smith	Mellow Mood
The Marcus King Band	What's Right
Black Country Communion	Song Of Yesterday
Rev. Gary Davis	Samson And Delilah
Wendell B	When It Don't Make Sense
Jethro Tull	My God
Gene Chandler	Duke of Earl - Rerecorded
Etta James	Purple Rain
The Wood Brothers	Atlas
The Clovers	Devil or Angel
Eric Clapton	Cocaine - 2005 Remaster
Sonny Boy Williamson II	Got The Bottle Up And Gone
Jeff Beck	Scared For The Children
Aretha Franklin	Rock-A-Bye Your Baby with a Dixie Melody
Bobby "Blue" Bland	Ain't No Love In the Heart of the City
The Blues Brothers	Messin' with the Kid - Live Version
Lukas Nelson and Promise of the Real	High Times
Joe Bonamassa	Blue and Evil - Live
The Clovers	Devil or Angel - 2007 Remaster
Clutch	Profits of Doom
Howlin' Wolf	Sitting On Top Of The World
Queens of the Stone Age	How to Handle a Rope (A Lesson in the Lariat)
Jethro Tull	Wond'ring Aloud
Peggy Scott-Adams	Mr. Right or Mr. Wrong
Ella Fitzgerald	Baby It's Cold Outside
Louis Prima	When You're Smiling/The Sheik Of Araby - Remastered
Willie Mitchell	Strawberry Soul
Lynyrd Skynyrd	Travelin' Man - Live
Al Green	You've Got A Friend
The Band	Long Black Veil - Remastered
Faces	Stay with Me - 2008 Remaster
Nina Simone	Trouble In Mind - Live In New York/1965
J. Roddy Walston & The Business	Sweat Shock
Little Milton	Walking The Backstreets And Crying
Willie Clayton	Running Out of Lies
Mott The Hoople	Roll Away the Stone
Pete Molinari	So Long Gone
Shawn James & the Shapeshifters	The Number of the Beast
Kenny Wayne Shepherd	Mr. Soul
Nina Simone	The Other Woman - Live Version - Sept. 1959
The Neville Brothers	Fire On The Bayou
Vintage Trouble	Strike Your Light
Dr. John	Somebody Changed the Lock
Etta James	Spoonful - Single Version
Allen Toussaint	Southern Nights
Gov't Mule	The Shape I'm In
Joe Cocker	Have a Little Faith In Me
Whitesnake	Now You're Gone - 2009 Remaster
Billie Holiday	I Must Have That Man (with Teddy Wilson & His Orchestra)
The Feelies	The Boy With The Perpetual Nervousness
Marvin Sease	Gone On
Jack White	On And On And On
The Wood Brothers	Fall Too Fast
ZZ Top	Doubleback
Bonnie Raitt	Thing Called Love
Koko Taylor	Put The Pot On
Clarence "Gatemouth" Brown	Long Way Home
Lebrado	Let Me Be Your Daddy
Johnnie Taylor	Steal Away
Mad Season	November Hotel
The Wood Brothers	Who the Devil
Steppenwolf	It's Never Too Late
The Georgia Satellites	Don't Pass Me By
Larkin Poe	Blue Ridge Mountains
The White Stripes	St. Andrew (This Battle Is In the Air)
Jack White	Everything You've Ever Learned
The Band	Helpless (feat. Neil Young) - Concert Version
Shirley & Lee	Lee Goofed
Luther Allison	Living In The House Of Blues
Tinsley Ellis	Sound Of A Broken Man
T-Bone Walker	Papa Ain't Salty
Santana	Dar um Jeito (We Will Find a Way) [The Official 2014 FIFA World Cup Anthem] (feat. Avicii & Alexandre Pires)
Ray Charles	My Melancholy Baby - 2016 Mono Remaster
Nina Simone	Mood Indigo
Canned Heat	Let's Work Together
The Platters	Heaven On Earth
Guitar Shorty	We The People
Buddy Guy	A Few Good Years
Jethro Tull	Driving Song - Mono
Jimmy Page	Prison Blues
Gov't Mule	Pressure Under Fire
Television	Marquee Moon - Remastered
Blues Traveler	Back In The Day
Blues Traveler	Nikkia's Prom (feat. Plain White T's)
Anderson East	Sorry You're Sick
The Black Angels	Don't Play With Guns
The California Honeydrops	Pumpkin Pie
Etta James	The Sky Is Crying
Eddie Floyd	I've Just Been Feeling Bad
Clutch	Texan Book of the Dead
Rufus Thomas	Walking the Dog
Santana	Why Don't You & I - Alt. Version
Kenny Wayne Shepherd	Hard Lesson Learned
The Black Keys	Them Eyes
Widespread Panic	Street Dogs For Breakfast
Eric Clapton	Help the Poor
The Marcus King Band	Booty Stank
Chuck Jackson	Any Day Now (My Wild Beautiful Bird)
The Doobie Brothers	Dark Eyed Cajun Woman
MC5	Miss X
The Kills	Monkey 23
Clyde McPhatter	A Lover's Question
O. B. Buchana	Swing On
The Marcus King Band	Sharry Barry / Sliced Milk / 25 Or 6 To 4 / I'll Stay / Gloomy Sunday - Medley / Live
The Black Angels	Haunting at 1300 McKinley
The Dead Weather	Buzzkill(er)
The Mooney Suzuki	Shake That Bush Again
Chris Robinson Brotherhood	Good to Know
The James Hunter Six	This Is Where We Came In
Chris Smither	What They Say
Dr. John	Mess Around
Thin Lizzy	Cold Sweat
Mike Zito	Death Row
Faces	Cindy Incidentally
Thin Lizzy	Chinatown
Lightnin' Hopkins	Black Ghost Blues
Tinariwen	Taqkal Tarha
The Allman Brothers Band	Firing Line
Robert Johnson	Milkcow's Calf Blues - DAL.403-2
Moreland & Arbuckle	18 Counties
Black Pistol Fire	Watch It Burn
Black Rebel Motorcycle Club	Weapon Of Choice
Little Feat	Hate to Lose Your Lovin'
ZZ Top	Francine
Matt Andersen	Something To Lose
ZZ Top	Planet of Women
Black Pistol Fire	Run Rabbit Run
Buffalo Springfield	Hot Dusty Roads
The Fabulous Thunderbirds	(I Know) I'm Losing You (feat. Roosevelt Collier and Wes Watkins)
Small Faces	Itchycoo Park - 2012 Remaster
Doyle Bramhall II	So You Want It to Rain
Theodis Ealey	Francine
Watermelon Slim	Get Out of My Life Woman
J.J. Cale	Woman I Love
The Black Angels	Science Killer
Jerry Garcia	I Saw Her Standing There
Tyrone Davis	Kiss You
Morphine	Honey White
Bonnie Raitt	Right Down The Line
Reigning Sound	Never Coming Home
Tab Benoit	New Orleans Ladies - Live
Black Pistol Fire	Cry Hell
The Dead Weather	I'm Mad
The Band	Don't Do It
Galactic	Heart Of Steel (featuring Irma Thomas)
Eric Clapton	Next Time You See Her
Blue Öyster Cult	Joan Crawford
The Stooges	T.V. Eye - Remastered
Grace Potter & The Nocturnals	Never Go Back
Wolfmother	Apple Tree
Big Mama Thornton	Hound Dog - Single Version
The Muggs	Never Know Why
Chicken Shack	The Way It Is
The Allman Brothers Band	Come And Go Blues
Blind Willie McTell	Mr. McTell Got the Blues - 2003 Remastered
The Spits	All I Want
Muddy Waters	The Same Thing
Danielle Nicole	Take It All
Phish	Lengthwise
Taj Mahal	She Knows How To Rock Me
Nina Simone	The Times They Are A-Changin' - Outtake
The Blues Brothers	(I Got Everything I Need) Almost - Live Version
Jerry Garcia	Let It Rock
Muddy Waters	Rock Me - Single Version
The Stooges	Search & Destroy - Detroit Rehearsals Spring 1973
Allen Toussaint	Blue Drag
Blues Saraceno	Evil Ways
Phish	Twist
Eric Clapton	Let It Rain - 2005 Remaster
Lonnie Mack	The Man in Me
Bobby "Blue" Bland	Turn On Your Love Light - Single Version / Stereo
Clutch	D.C. Sound Attack!
MC5	Let Me Try
Joanne Shaw Taylor	Break My Heart Anyway
The Drifters	Fools Fall in Love
Phish	Miss You (Live) - 7/23/17 Red Velvet
Benjamin Booker	Spoonful
Albert King	Blues At Sunrise
The Byrds	5D (Fifth Dimension)
Otis Redding	A Change Is Gonna Come - Mono; 2008 Remaster
Television	Friction
Tedeschi Trucks Band	Segue 2 – Live at Spotify NYC
Clutch	Big News II
Robert Cray	You Must Believe in Yourself
Bones Owens	Bout Time
Widespread Panic	Holden Oversoul
ZZ Top	Mescalero
Leon Bridges	Flowers - Live at SXSW 2015
Dr. John	Croker Courtbullion
The Chiffons	My Boyfriend's Back
Jonny Lang	Blew Up (The House)
Son House	Levee Camp Blues
The Allman Brothers Band	Don't Keep Me Wonderin'
Grace Potter & The Nocturnals	Low Road
Robert Randolph & The Family Band	Be the Change
The Shirelles	I Met Him On A Sunday
Canned Heat	I Feel so Bad - Live
Nina Simone	Don't Smoke in Bed - 2013 Remastered Version
Dion & The Belmonts	Wonderful Girl - 1999 Digital Remaster
J. Roddy Walston & The Business	Sally Bangs
Ella Fitzgerald	Frosty The Snowman
The Who	The Song Is Over
Al Green	What Is This Feeling
Muddy Waters	Let's Spend The Night Together - Electric Mud Album Version
Gregg Allman	Devil Got My Woman
Nobunny	I Am a Girlfriend
The Impressions	We're A Winner
Ella Fitzgerald	I Got Plenty O' Nuttin' - Mono
Buffalo Springfield	Bluebird
Derek & The Dominos	I Looked Away - Remixed Version
The California Honeydrops	Like You Mean It
Chris Robinson Brotherhood	Glow
R.L. Burnside	Hard Time Killing Floor
Blues Traveler	The Darkness We All Need (feat. Secondhand Serenade)
Freddie King	Palace Of The King
John Hammond	Clap Hands
J.J. Cale	Mama Don't
Fats Domino	My Girl Josephine
Lynyrd Skynyrd	Take Your Time - Single Version
The Drifters	Saturday Night at the Movies
Freddie King	Hide Away
Louis Jordan	Is You Is or Is You Ain't My Baby?
The Cramps	What's Inside a Girl?
Rival Sons	Jordan
Chris Robinson Brotherhood	Some Earthly Delights
Gov't Mule	Effigy
Albert King	Kansas City
Dr. John	Tipitina
Irma Thomas	Live Again
The Heavy	The Thief
The Flying Eyes	Lay With Me
The Wood Brothers	Made It up the Mountain
The Wood Brothers	I Got Loaded - Live
Furry Lewis	Judge Harsh Blues (Alternate Take)
Clutch	Earth Rocker
Graveyard	Please Don't
Whitesnake	Still of the Night - 2017 Remaster
Tab Benoit	The Blues Is Here To Stay
Steely Dan	Green Earrings
Jack White	Love is the Truth - Acoustic Mix
Greenleaf	Trails & Passes
Death From Above 1979	Keep It Real Dumb
Clutch	Sucker for the Witch
Chuck Berry	Little Queenie
The Stooges	Loose
The Robert Cray Band	All The Way
B.B. King	Darling You Know I Love You
Ted Hawkins	Who Got My Natural Comb?
Leon Bridges	Pull Away - Live at SXSW 2015
Santana	This Boy's Fire (feat. Jennifer Lopez & Baby Bash)
Johnny Maestro	Earth Angel - Stereo
Tommy Johnson	Canned Heat Blues
Indigenous	Things We Do
The Five Satins	In The Still Of The Nite
Peter Frampton	Nassau/Baby I Love Your Way
Little Willie John	I'm Shakin'
Ry Cooder	Drive Like I Never Been Hurt
Jack White	Inaccessible Mystery
Larkin Poe	Honey Honey
Jeff Beck	You Know What I Mean
Johnny Winter	Highway 61 Revisited
Death From Above 1979	Cheap Talk
Delta Moon	Clear Blue Flame
Ray Charles	Blackjack
Ray Charles	I Got a Woman (Single Version)
Kenny Wayne Shepherd	Never Lookin' Back
Joe Bonamassa	This Train
Derek & The Dominos	Nobody Knows You When You're Down And Out - Remixed Version
Alice Cooper	Only My Heart Talkin'
Johnny Copeland	Rolling With The Punches
Badfinger	Crimson Ship - Remastered 2010
Vintage Trouble	These Arms of Mine
Merl Saunders	Lonely Avenue - Live
The Doobie Brothers	Here to Love You
Ray Charles	Night Time Is the Right Time
Dr. John	Kingdom of Izzness
The Band	Across The Great Divide - Remastered
ZZ Top	(Somebody Else Been) Shaking Your Tree
Tedeschi Trucks Band	Right On Time
Jethro Tull	Skating Away (On the Thin Ice of the New Day) - 2002 Remaster
Jonny Lang	When I Come To You
All Them Witches	Fishbelly 86 Onions
The Who	The Punk And The Godfather
Gov't Mule	Brand New Angel
Jeff Beck	Going Down
Vick Allen	Forbidden Love Affair (The Preacher Song)
Marvin Sease	Do You Qualify
Clutch	Rock N Roll Outlaw
Billie Holiday	These 'N' That 'N' Those (with Teddy Wilson & His Orchestra)
Billy Stewart	Summertime - Long Version
Cage The Elephant	Doctor Doctor Doctor Help Me Help Me Help Me
Anders Osborne	Windows
Keb' Mo'	Make Someone Happy
Ten Years After	I Woke up This Morning
Hound Dog Taylor	Give Me Back My Wig
Owen Campbell	Breathing Bullets - US Radio Mix
Etta James	Seven Day Fool
Derek & The Dominos	Thorn Tree In The Garden - 40th Anniversary Version / 2010 Remastered
Thin Lizzy	Wild One
Phish	Waiting All Night
Welshly Arms	Down To The River
Tedeschi Trucks Band	Uptight - Live
Tinariwen	Ténéré Tàqqàl
Ray Charles	Black Coffee - 2016 Mono Remaster
The White Stripes	This Protector
Joe Cocker	When the Night Comes
Curley Weaver	You Was Born To Die
Ella Fitzgerald	Satin Doll
J. Roddy Walston & The Business	You Know Me Better
Clutch	Emily Dickinson
Johnny Burnette & The Rock 'N' Roll Trio	Tear It Up - Single Version
Robert Johnson	Terraplane Blues
North Mississippi Allstars	Goat Meat
The Allman Brothers Band	Franklin's Tower (Live)
Shawn James & the Shapeshifters	American Hearts
Jimmie Vaughan	Tilt A Whirl
The Byrds	What's Happening?
Delbert McClinton	Rosy
Anders Osborne	Liquor Drought
The Guess Who	Shakin' All Over - Single Version
Blues Saraceno	The Dark Horse Always Wins
The Parlor Mob	4th of July
Susan Tedeschi	Don't Think Twice. It's Alright
Dan Auerbach	Street Walkin'
The Blues Brothers	Shot Gun Blues - Live Version
North Mississippi Allstars	Miss Maybelle
Queens of the Stone Age	Walkin on the Sidewalks
The J. Geils Band	Give It to Me
Ray Charles	Don't Let the Sun Catch You Cryin'
Welshly Arms	Love in a Minor Key
Bad Company	Man Needs Woman - Alternative Vocal & Guitar
The California Honeydrops	When It Was Wrong (Live)
New York Dolls	Looking For A Kiss
Night Beats	Right/Wrong
Jethro Tull	Thick as a Brick (Pt. I) - 1997 Remaster
Taj Mahal	Done Changed My Way of Living
Rival Sons	Where I've Been
Santana	Feels Like Fire (feat. Dido)
Jack White	Machine Gun Silhouette - Acoustic Mix
Nina Simone	I Got It Bad (And That Ain't Good)
Etta James	I've Been Lovin' You Too Long
Rival Sons	Imperial Joy
Blues Traveler	Stand
Band of Rascals	Giv'her to the River
Jerry Garcia	That's What Love Will Make You Do
Al Green	I Wish You Were Here
Joe Simon	Before The Night Is Over
KONGOS	Something New
Keb' Mo'	Don’t Throw It Away
Jerry Garcia	Grateful Dawg
Ray Bonneville	Funny 'Bout Love
The Impressions	Talking About My Baby
Keb' Mo'	Perpetual Blues Machine
Deap Vally	Smile More
The Temperance Movement	Only Friend
Otis Clay	Trying to Live My Life Without You
Taj Mahal	Everybody's Got to Change Sometime
Janiva Magness	Back to Blue
Taj Mahal	Señor Blues
Keb' Mo'	That's Alright
Papa Charlie Jackson	Ash Tray Blues
Chuck Berry	Promised Land - Stereo Remix
The Dead Weather	New Pony
Larkin Poe	Freedom
Dorothy	Ain’t Our Time To Die
Black Pistol Fire	Where You Been Before
The Doobie Brothers	Listen to the Music - with Blake Shelton and Hunter Hayes on Guitar
Peggy Scott-Adams	I'm Getting What I Want
Joe Bonamassa	The Great Flood - Live
Rory Gallagher	Tattoo'd Lady
T. Rex	Mystic Lady
Lightnin' Hopkins	Awful Dreams
Otis Rush	All Your Love (I Miss Loving)
Jethro Tull	Too Old to Rock 'n' Roll: Too Young to Die! - Steven Wilson Stereo Remix
Jeff Beck	Blanket - Live
Bukka White	Parchman Farm Blues
Muddy Waters	Hoochie Coochie Man - Live
Free	Mr. Big
Dr. John	My Indian Red
Billie Holiday	You Go To My Head
Phish	No Men In No Man's Land (Live) - 8/4/17 Lemon
Clutch	Ghoul Wrangler
The Flamingos	Mio Amore
The Dead Weather	Gasoline
The Stooges	Down on the Street
Wolfmother	Sundial
Elvin Bishop	Sure Feels Good
Dan Auerbach	Trouble Weighs a Ton
Chuck Berry	School Day (Ring Ring Goes The Bell)
Fiona Boyes	Juke Joint on Moses Lane
Solomon Burke	Diamond In Your Mind
Aretha Franklin	It Ain't Fair
Death From Above 1979	White Is Red
Hamish Anderson	What You Do to Me - Radio Edit
Janiva Magness	Down Below
