genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Alternative,Emotional Oranges,Someone Else,4sTzR6CqG2BiMpEtv5dPpL,48,0.0199,0.751,195907,0.539,0.0788,E,0.222,-8.792,Minor,0.0292,101.984,4/4,0.486
Blues,Joanna Connor,Heart Of The Blues,24aLYdNnFAmHVDxlKxLTbW,30,0.00812,0.269,361400,0.516,7.39e-05,A,0.114,-8.792,Minor,0.0293,75.432,3/4,0.262
Reggae,Tash Sultana,Harvest Love,0DH0eqfteZ1TBVh9hoXwOq,49,0.311,0.273,365929,0.249,6.4e-06,D,0.122,-9.066,Major,0.0291,94.141,4/4,0.191
Blues,Sonic Youth,100%,5bNpYsNWgvF3kLC54vplp8,42,0.00146,0.448,149360,0.88,0.005,G,0.41,-9.894,Major,0.0581,117.033,4/4,0.404
Country,Billy Ray Cyrus,Back To Tennessee,7k4yBR4G1VDKDB5MVFWP0n,39,0.0967,0.54,255547,0.768,0,C,0.14,-6.002,Major,0.0462,118.956,4/4,0.356
Pop,Florida Georgia Line,Women,0RO3tjH2cfyoGHLynijFcc,73,0.425,0.368,211507,0.592,0,F#,0.0849,-4.317,Major,0.0385,117.988,3/4,0.451
Blues,Chris Smither,She Said She Said,58p5mgqdiN7q8rQNmK0r9H,27,0.831,0.645,174333,0.395,0,D,0.138,-8.953,Major,0.0257,104.277,4/4,0.467
Classical,Tan Dun,Farewell,2gVPotK9h922oiwpZXLauX,25,0.769,0.224,145200,0.295,0.935,D,0.0905,-21.627,Major,0.0485,80.439,5/4,0.0383
Alternative,Breaking Benjamin,The Diary of Jane - Single Version,0faXHILILebCGnJBPU6KJJ,65,5.86e-05,0.391,200547,0.963,0.0689,A#,0.14,-4.378,Minor,0.0773,167.065,4/4,0.364
Electronic,LCD Soundsystem,emotional haircut - electric lady sessions,74r7IqnGVxv0bBbIbCcUIW,45,0.00408,0.508,315040,0.942,0.157,A,0.168,-8.264,Major,0.0878,151.348,4/4,0.439
Comedy,Lisa Lampanelli,Keep Your Clothes On!,3zmIOTAnH2bWVIJnoUS5jN,13,0.902,0.666,126424,0.516,0,G,0.582,-13.138,Major,0.928,87.341,4/4,0.279
Indie,Sugar Candy Mountain,Summer of Our Discontent,6mBfiNcw9LES1qAaq2HFlS,46,0.24,0.509,216801,0.55,0.0339,G#,0.0811,-6.498,Major,0.0278,136.219,4/4,0.532
Electronic,Kai Wachi,Brain Splat - Original Mix,35zNQLrOdykRvnzQ6R66ny,25,0.014,0.682,347363,0.781,0.1,F,0.168,-7.716,Major,0.235,169.992,4/4,0.433
Opera,Léo Delibes,Coppélia / Tableau 2: No. 11b Scène,5B822sKaYS1KRlY6tcO1Pn,11,0.978,0.277,80413,0.0528,0.281,G,0.229,-22.919,Major,0.0424,129.087,4/4,0.123
Alternative,Korn,A Different World (feat. Corey Taylor),3ns1Hn52RB28zGVHiFvz7W,51,0.000389,0.576,200960,0.785,0.0109,A#,0.103,-4.873,Major,0.0355,105.118,4/4,0.406
Hip-Hop,G-Eazy,Order More,5O2Yjlcs5pSpHq1gcA0cwg,63,0.108,0.895,208827,0.437,0,G#,0.0929,-8.989,Minor,0.357,140.017,4/4,0.802
Classical,Gustav Mahler,Das Lied von der Erde: II. Der Einsame im Herbst,3tws0H9zgFeKlLF06VKz2z,0,0.976,0.129,553813,0.0447,0.00532,A#,0.339,-27.839,Major,0.0447,86.459,3/4,0.0389
Classical,DragonForce,You're Not Alone - Bonus Track,1vPp4jArCFyV06oeiQfDPW,24,2.32e-05,0.284,278813,0.847,3.76e-05,C#,0.122,-4.91,Minor,0.0483,75.039,4/4,0.421
World,The Human Experience,Let the Clean Water,3heBwG0IJbGhkyEm2ivwQv,33,0.136,0.854,268240,0.725,0.171,B,0.07,-6.984,Minor,0.0713,102.022,4/4,0.446
Indie,flor,slow motion,68f2VCzxSXNdHXMpZKLacF,51,0.00919,0.705,180773,0.681,3.77e-06,C#,0.275,-4.776,Major,0.0263,103.032,4/4,0.76
Alternative,Grizfolk,Hurricane,3qGwC1cHYDQX8QZGO8WAwH,46,0.00291,0.544,174027,0.618,0.00544,C,0.0951,-9.34,Major,0.0359,144.938,4/4,0.285
Rock,Better Oblivion Community Center,Chesapeake,2M83hc6bsgDO0iBybulUOt,58,0.664,0.512,244486,0.235,6.09e-06,C#,0.115,-13.331,Major,0.0289,99.01,4/4,0.0814
Folk,Keaton Henson,Earnestly Yours (feat. Ren Ford),2mJh8C9JLns0I6Q73vVJDz,48,0.982,0.316,220018,0.104,0.889,G#,0.102,-19.262,Minor,0.043,130.988,4/4,0.109
Jazz,Plini,Salt + Charcoal,7EI0LzrtgucQujRzDd0D3m,43,0.0693,0.425,270000,0.861,0.833,G#,0.121,-6.919,Major,0.0624,129.876,1/4,0.345
Blues,Warren Haynes,Beautifully Broken,6NsvHlZSyTXUe0GPDDqliM,21,0.757,0.47,214627,0.315,0,A,0.744,-10.203,Minor,0.0294,158.331,4/4,0.346
Rap,Yo Gotti,Act Right,7yz6wjkAV0ZByLrlcrMkAx,55,0.146,0.885,250773,0.615,0,G#,0.0651,-6.714,Major,0.123,97.999,4/4,0.598
Blues,Ten Years After,Let the Sky Fall - 2004 Remaster,4ZkFXXa8yEeuSpMwDYxeJe,33,0.00577,0.516,260347,0.442,0.361,A,0.111,-8.927,Major,0.0325,138.032,4/4,0.623
Anime,Porno Graffitti,Haneuma Rider,6lYJUxhFp1xP600Wo32kEh,22,0.00589,0.626,289027,0.8,0,A,0.0437,-4.698,Minor,0.0403,125.991,4/4,0.471
Indie,Death Cab for Cutie,Gold Rush,6x9VaGUbiSRvkLEdjeqjsN,60,0.254,0.518,240253,0.96,0.000233,F,0.311,-4.466,Major,0.0504,80.43,4/4,0.826
World,Hindi Zahra,Silence - Radio Edit,2JCosmERNdhZRZu2qjZRne,35,0.39,0.744,229680,0.73,0.134,A#,0.13,-8.069,Minor,0.0557,130.038,4/4,0.961
Anime,Roselia,Opera of the wasteland,0OkzYPBTLOE3jsULJwqD48,34,0.00799,0.477,286933,0.956,0,F#,0.108,-1.697,Major,0.0653,134.985,4/4,0.338
Children’s Music,Of Monsters and Men,From Finner,437h9GRi70A1BzMzh4cyra,46,0.0203,0.375,223440,0.659,0.000314,G#,0.109,-6.671,Minor,0.0249,96.798,3/4,0.2
Hip-Hop,Nelly,Batter Up,5HaDcNX0o9RLQKNjY6Rx0x,52,0.112,0.844,327933,0.584,0,G#,0.276,-6.544,Major,0.233,159.692,4/4,0.584
R&B,Boyz II Men,Let It Snow,5jFiyUs5R6kHuKbAs0ZU2s,42,0.719,0.697,251133,0.415,2.59e-05,C,0.115,-11.307,Major,0.0379,124.407,4/4,0.558
Comedy,Pete Holmes,Belief Choices / Raptures,0JsQevYXUCOjjhekUUA96s,31,0.696,0.48,429053,0.953,0,C#,0.899,-4.668,Minor,0.836,89.861,4/4,0.323
Folk,Sara Bareilles,Bottle It Up,3kfHdr2sYF2EeWEmBHquVj,50,0.202,0.647,180627,0.718,0,C,0.157,-4.161,Major,0.0298,132.93,4/4,0.706
Anime,Yuki Hayashi,覚悟,7xc3xsBAwKSND6gLU9dlZJ,15,0.238,0.201,118067,0.3,0.889,C,0.119,-13.04,Minor,0.0409,78.012,1/4,0.0353
Country,Chris Young,Losing Sleep,6waqLPcT6ruMhmd36OhmFO,71,0.0715,0.584,178253,0.621,1.68e-06,C#,0.389,-5.703,Major,0.0443,92.003,4/4,0.634
Children’s Music,Blue October,Fear,6Eb1G3F9RlxzB1ZUIqCh7D,47,0.689,0.566,319720,0.653,0.00507,A,0.0876,-6.715,Major,0.0358,102.064,4/4,0.395
Soul,EXES,Cain,41cJIihaawZaBWzhQGv25i,62,0.402,0.467,216000,0.453,1.28e-05,C#,0.213,-9.703,Major,0.0469,199.79,4/4,0.252
Rock,Bob Seger,Sunspot Baby,0P6AFLDMimE3hRDH5qykMA,49,0.0232,0.614,276527,0.905,1.38e-05,A,0.375,-4.56,Major,0.0321,119.021,4/4,0.933
Hip-Hop,Mick Jenkins,Smoking Song (feat. BadBadNotGood),4fdbjnYR0EtvA4vpe1o8SS,51,0.8,0.488,211442,0.399,0.0633,G#,0.118,-11.873,Major,0.12,163.265,3/4,0.633
Hip-Hop,Denzel Curry,TABOO | TA13OO,4VYmdTVFXDq0LtYMoVswTv,64,0.269,0.441,197440,0.594,0,C#,0.143,-8.271,Major,0.166,139.28,4/4,0.491
Opera,Jacques Offenbach,Les bergers: Ouverture,64FIs8ckiX1VbykktOBWUX,29,0.916,0.265,279933,0.117,0.492,G,0.07,-19.087,Major,0.0428,106.027,4/4,0.251
Folk,Kings of Convenience,Mrs. Cold,6fvKq0yyH2C2fIWWHcBkcu,47,0.86,0.755,186467,0.366,0.0655,D#,0.111,-13.459,Major,0.0548,96.317,4/4,0.674
Children's Music,Children Songs Company,Outland One - Instrumental,3rOa9pCPRiReZOHUV7ERCS,0,0.028,0.607,147653,0.554,0,A,0.169,-10.571,Major,0.371,92.193,4/4,0.404
Classical,Aaron Copland,Appalachian Spring: III. Moderato,76mNq1Fz3Kt3nVo9DWn9bc,24,0.977,0.0766,231640,0.0289,0.91,F#,0.184,-24.189,Major,0.0442,177.179,4/4,0.0346
Comedy,Rachel Feinstein,What Vegas Is About,09gLeejuYufKtfol6BkbqE,20,0.715,0.52,406133,0.875,0,C#,0.948,-10.357,Major,0.949,86.247,4/4,0.206
Pop,Drax Project,Woke Up Late (feat. Hailee Steinfeld),3qLBz3j26AHO2jBYUQWLA6,79,0.043,0.698,181859,0.66,0,D,0.186,-5.429,Minor,0.083,119.214,4/4,0.351
Alternative,Leeland,Lion and the Lamb,2nn89bqsJMqX9po7uiSr5r,55,0.0214,0.426,271533,0.805,0,B,0.0951,-5.828,Major,0.0398,88.088,4/4,0.219
Children's Music,Music For Little People Choir,Aiken Drum,1PSfXbQLJ7sP95NP7hSW5C,1,0.768,0.595,177307,0.328,0,D,0.246,-15.893,Major,0.0785,82.919,4/4,0.85
Electronic,The Chemical Brothers,This Is Not A Game,4U6rRCpHOV7aJOufUbjnt2,40,0.294,0.561,194813,0.837,3.94e-06,C,0.367,-4.905,Minor,0.0682,147.078,4/4,0.369
Children's Music,Kimbo Children's Music,Battements Tendus Dégagés (Allegro 4/4): Piano Concerto in E Flat [Allegro],5BwxUOnmA68ZAAOCDGb2bW,1,0.993,0.554,148973,0.562,0.871,F,0.163,-15.051,Minor,0.0576,120.029,4/4,0.671
Country,Zac Brown Band,Highway 20 Ride - Greatest Hits Version,1ruMZWNVpNd7uhl6cSvNm1,55,0.533,0.528,229253,0.398,9.6e-06,D#,0.106,-7.187,Major,0.0341,76.111,4/4,0.404
Folk,Josh Garrels,Farther Along,5qninDC32ywn4sOtBwwACO,55,0.0783,0.557,304517,0.533,0.00955,E,0.413,-6.114,Minor,0.03,92.999,4/4,0.157
Rock,Steve Miller Band,The Joker,1bp2IO61zbQrbWNmKKxg3f,75,0.394,0.424,264504,0.446,3.78e-06,F,0.16,-9.618,Major,0.0525,165.158,4/4,0.794
Electronic,Blockhead,Kaput!,4j6QRXjYMG6dD8j6SoVUb8,31,0.0425,0.541,415000,0.902,0.635,G#,0.723,-5.479,Major,0.0681,155.98,4/4,0.494
Ska,Strung Out,Black out the Sky,2AY1D7lQRHHzVaXgLrRjjR,29,0.051,0.608,165513,0.883,0,G#,0.219,-5.55,Major,0.053,133.053,4/4,0.511
Electronic,Black Tiger Sex Machine,Rebels - G-REX Remix,0YIdus9Btz472tje50G7RR,27,0.0412,0.494,233600,0.939,4.78e-05,E,0.185,-4.757,Major,0.648,74.471,4/4,0.0502
Reggae,The Aggrovators,So Jah Sey Dub,0T5p5JWseJxbqGr3cILhL4,40,0.0312,0.734,260907,0.42,0.0569,A,0.0778,-11.126,Major,0.101,76.767,4/4,0.573
Dance,Sigrid,In Vain,7sKhiUAsdwtcTcJggB1q2Y,0,0.369,0.624,247962,0.365,0,G,0.357,-7.78,Major,0.0395,76.764,4/4,0.359
Country,Justin Moore,Kinda Don't Care,5XQv5uep3VmhEuDWeFwRep,63,0.0974,0.584,261800,0.752,3.05e-05,C#,0.0544,-5.674,Major,0.0309,150.046,4/4,0.735
Reggaeton,Amarion,Vestida de Angel,2qQh9noqEA9yTKemr6INFb,17,0.0597,0.621,240213,0.633,0,F#,0.113,-6.286,Minor,0.122,137.98,4/4,0.0748
World,Hillsong Worship,Love So High - Live,1E1RS38ZEgqLdENFNif8oQ,25,0.021,0.34,296200,0.503,1.43e-05,D,0.115,-7.392,Major,0.031,140.005,4/4,0.0659
Comedy,Rodney Carrington,Role Models,62Lkh9uB24P0G04Uyy2mSi,21,0.824,0.578,71573,0.272,0,C#,0.959,-22.448,Major,0.944,80.723,4/4,0.671
Comedy,Paul Mooney,Make My Teeth White,42c25rCVi49QGqkQEL5wFM,16,0.813,0.576,137160,0.477,0,D#,0.754,-21.093,Major,0.862,100.753,3/4,0.678
Country,Carrie Underwood,Remind Me - duet with Brad Paisley,10yIZv28DUZPHkdqJfzEZs,48,0.0533,0.484,253000,0.78,1.27e-06,F,0.507,-3.275,Major,0.0312,140.758,4/4,0.311
World,Hillsong Worship,You Are My Strength - Live,1hKcHkym54hn6DRlPp2z0Y,29,0.228,0.363,266773,0.503,1.3e-05,G,0.163,-8.335,Major,0.0312,153.767,4/4,0.0712
Rap,Ollie MN,Please Never Fall in Love Again,42H6GeQfrBkT3vTUTdpB1M,64,0.838,0.646,154000,0.0828,1.2e-05,A#,0.0934,-16.205,Major,0.0435,108.826,4/4,0.293
Pop,Bazanji,2019,3VRxFM7wiJYKNHvouPZhaH,68,0.15,0.597,112245,0.881,0,B,0.16,-5.23,Minor,0.119,147.042,4/4,0.295
Reggae,Pacific Dub,Take My Hand,3dhEkQXtr4Wb83HpOpn1nk,22,0.149,0.606,265000,0.725,3.59e-06,G,0.0471,-6.389,Major,0.0296,155.97,4/4,0.867
Soul,Donell Jones,This Luv,4l34rbUYqKWufYEWriVnB5,55,0.406,0.754,249507,0.496,2.05e-06,B,0.0899,-7.357,Minor,0.045,89.97,4/4,0.701
Indie,Ben Rector,Fear,7zSmIcTiLVW5rMflzXj9C5,50,0.00199,0.612,206107,0.794,0,C,0.0776,-5.857,Minor,0.0377,130.025,4/4,0.482
Indie,TV Girl,Pantyhose,0Fbd3ptbEPKVyumkP0HK9e,50,0.505,0.522,177013,0.847,0.0015,G,0.217,-4.444,Major,0.0395,100.628,4/4,0.757
R&B,Dounia,King of Queens (Intro),3iAFvJU32enh55TtE3BpBs,42,0.238,0.797,180000,0.478,0,F,0.146,-8.279,Minor,0.0571,88.03,4/4,0.832
Electronic,k?d,Discover,2bPicuxuVufaskli50Q1ZJ,43,0.16,0.428,249184,0.78,0,D#,0.182,-3.182,Major,0.0599,85.284,4/4,0.273
Rock,Thomas Rhett,Gateway Love,1OlDnyauZ0kTdD7AhzoNJC,52,0.0704,0.685,206507,0.595,3.9e-06,C,0.0753,-7.083,Major,0.0453,91.01,4/4,0.596
World,Brian Johnson,We Will Not Be Shaken (Live),6dMVt3eEucCuzaGfZ527p2,52,0.00356,0.392,332604,0.668,0.00056,A,0.588,-7.342,Major,0.0296,148.013,4/4,0.115
Soul,Sports,Feels Like Magic,68kUba38l6o4NVfRjqpdqU,43,0.232,0.68,177253,0.64,0.745,D,0.141,-8.276,Major,0.0294,92.025,4/4,0.357
Ska,Los Auténticos Decadentes,Pendeviejo - MTV Unplugged,1kG05SYU3ufOwkSbt7wT2k,51,0.287,0.364,168448,0.764,0,E,0.723,-7.192,Major,0.183,168.659,4/4,0.78
Classical,Giacomo Puccini,"La Bohème / Act 1: ""O soave fanciulla""",2NQJ7r83PSAFELsKAEIU4v,46,0.974,0.226,252453,0.175,0.0688,G,0.109,-16.833,Major,0.0419,106.597,5/4,0.041
Alternative,Coal Chamber,Loco,34SVUs66rBnOqsCJl45Ek8,53,0.00178,0.497,254693,0.914,0.00105,F#,0.258,-6.532,Major,0.0601,133.738,4/4,0.16
Indie,The Paper Kites,Tenenbaum,0Yjut9aLhT8zEEYPBehobp,46,0.884,0.498,219080,0.176,0.564,C#,0.103,-18.46,Major,0.0378,88.791,4/4,0.438
Soundtrack,Philip Glass,Études: No. 5,5JvrByzyTI9lfwHWunaXkx,38,0.981,0.323,535573,0.000528,0.92,F,0.0993,-41.823,Minor,0.0449,71.231,4/4,0.0478
World,Menahan Street Band,Seven Is the Wind,3LRyd3NnaW1KNutSbPbgGB,34,0.204,0.503,306693,0.581,0.864,D#,0.174,-8.21,Minor,0.0343,78.156,4/4,0.414
Reggaeton,Pablo Chill-E,ShiShi Walk,745e4TS39cFECu4ygErOJd,47,0.0523,0.604,104192,0.816,3.36e-06,A,0.21,-7.535,Major,0.231,166.946,3/4,0.762
Rap,Snakehips,Don't Leave,0Zx8khUcEfCFK2AEoIhC92,72,0.222,0.657,214693,0.703,0,C#,0.256,-3.402,Major,0.0753,122.381,4/4,0.338
Rap,Jay Rock,Tap Out (feat. Jeremih),2YaOQzBkhejBu5d4CyGsfS,65,0.105,0.676,199960,0.62,0,F,0.211,-6.343,Minor,0.0562,100.06,4/4,0.607
Soul,Majik,Save Me,6f8NfeynFwGIeMLxIhmaB9,43,0.873,0.484,245684,0.601,0.903,C,0.159,-8.972,Major,0.086,94.964,4/4,0.0503
Alternative,Florence + The Machine,I'm Not Calling You A Liar,3euILOYDltKArnqpupsE1W,45,0.369,0.597,185253,0.516,0,G,0.261,-5.437,Major,0.0546,117.959,4/4,0.35
Alternative,The Afters,Broken Hallelujah,08Pzeh9Z5xZCe6UVK7nlHf,49,0.131,0.534,271787,0.755,0,D,0.0888,-4.476,Major,0.0385,119.951,4/4,0.324
Electronic,Moby,Mere Anarchy,0kVv6aDiFJD1UcaayONAWu,24,0.142,0.39,315080,0.743,0.774,C#,0.0884,-8.173,Minor,0.0409,150.055,4/4,0.171
Reggae,Slightly Stoopid,I Used To Love Her,7CFDIPOTzWv18EbSWU9dac,28,0.482,0.591,166493,0.546,1.8e-06,D,0.222,-6.496,Major,0.0307,139.412,4/4,0.641
Rock,blink-182,Dumpweed,1D23LHWrtlQL9QwxDaUjXZ,60,0.00249,0.465,143867,0.947,9.04e-05,E,0.12,-5.513,Major,0.0883,100.717,4/4,0.6
Comedy,John Caparulo,Caplets: September 2017,02VT72YPAdcYCakB23DHmT,12,0.953,0.616,815543,0.502,0,F#,0.241,-7.7,Major,0.798,141.525,4/4,0.564
Movie,Bruce Broughton,"Cody's Flight - From ""The Rescuers Down Under""/Score",0ex3jRuxshQThiunCnIswz,23,0.857,0.186,362933,0.101,0.144,C,0.212,-20.473,Major,0.0391,144.751,4/4,0.0846
Soundtrack,The Chamber Orchestra Of London,Elopement,7AiN21atIjH3kLyaNqADeu,28,0.909,0.0882,284720,0.261,0.86,A,0.0592,-13.827,Minor,0.0392,85.547,1/4,0.0352
Country,Miranda Lambert,I've Got Wheels,3IUEC3NlqGKlnupOQLkcHG,40,0.113,0.408,220560,0.731,0.0034,C,0.138,-7.171,Major,0.0359,153.813,4/4,0.326
Hip-Hop,ScHoolboy Q,Kno Ya Wrong,3yg7fx2DVjbQRLoROq3wA8,49,0.39,0.398,325600,0.765,0,D,0.201,-7.676,Major,0.46,86.951,4/4,0.25
Classical,Howard Shore,The End of All Things (feat. Renee Fleming),4Tcr45Q15hwPGrLBp632Ks,40,0.896,0.0652,312800,0.217,0.822,A,0.244,-15.872,Minor,0.0393,72.212,4/4,0.0377
World,Desert Dwellers,Sukhavati - (Earthrise Sound System Remix),6DGa1xhf7SwglTWU8rUlQv,23,0.135,0.643,381573,0.869,0.879,C,0.071,-5.261,Major,0.0393,160.006,4/4,0.779
Children’s Music,Yellow House,Better Views,5PE2TkQKrgcLZupVGe5Pxu,44,0.661,0.456,239640,0.611,0.000822,F,0.0996,-8.952,Major,0.0382,88.881,4/4,0.078
Soundtrack,Howard Shore,Riddles in the Dark,18jFwdIDIf0dIgYq4Vtd6P,29,0.588,0.168,321620,0.213,0.937,D,0.0711,-18.047,Minor,0.038,131.206,4/4,0.0341
Electronic,Bassnectar,Backpack Rehab (feat. Cates&dpL),5hrJmUSGStrhuSpIOAJTGp,24,0.000564,0.795,370286,0.518,0.00895,B,0.0263,-10.266,Minor,0.174,104.994,4/4,0.581
Blues,Duke Robillard,Yes We Can,04rw2iAatpC857OAjUf2qr,26,0.114,0.574,395013,0.786,0.0225,G,0.0885,-8.103,Major,0.203,172.022,4/4,0.697
Jazz,Cécile McLorin Salvant,I Didn't Know What Time It Was,5FpmRoCduqD28smrRs6mdl,47,0.661,0.653,367493,0.165,1.03e-05,G,0.203,-18.564,Minor,0.0452,107.513,4/4,0.446
Rap,MadeinTYO,Retro 88,5PbPvMFWQ2YgfJQ3LYxEsp,60,0.196,0.846,131493,0.452,0,D,0.0554,-5.087,Major,0.0786,145.952,4/4,0.52
Electronic,Susumu Yokota,traveler in the wonderland,2rkEB9VYXCWItl40MSwMZq,38,0.747,0.548,263053,0.368,0.173,A,0.091,-9.765,Major,0.0276,93.854,4/4,0.228
Rap,Drake,Grammys,5e574bhjycX1eH2l4Auage,63,0.00201,0.711,220427,0.441,2.59e-06,C#,0.08,-9.516,Major,0.466,145.198,4/4,0.115
Hip-Hop,Future,Xanny Family,0BzDQgmeRdA4V71VhfBvXT,58,0.0344,0.838,185707,0.412,0.000234,D,0.159,-7.148,Major,0.289,75.044,4/4,0.166
R&B,Avant,Read Your Mind,6cR1U61DMpYbS2TtNTlSvo,64,0.277,0.75,263507,0.391,5.99e-06,G#,0.0759,-7.087,Minor,0.0831,146.191,4/4,0.711
R&B,Sampha,Under,2R1Q4cxCUuOK7SJzxblk5k,49,0.151,0.752,281946,0.533,5.05e-05,B,0.114,-8.986,Minor,0.0348,114.984,4/4,0.461
Folk,Marty Robbins,Red River Valley,0GMp0078d3th6WGvk8Wbgk,51,0.856,0.463,143733,0.321,0,G,0.274,-10.741,Major,0.0319,118.433,4/4,0.559
R&B,Big Sean,Who's Stopping Me (& Metro Boomin),7dHui7yOhsoj7HdWSuJTW7,60,0.425,0.664,213600,0.552,0,G,0.0757,-10.479,Major,0.306,99.721,4/4,0.763
Soundtrack,Jonny Greenwood,Nina Through Glass,5gIFszvR1JmnS324efDLMu,25,0.974,0.512,202209,0.163,0.966,D,0.124,-17.389,Major,0.0361,106.16,3/4,0.193
Rock,The Kinks,Waterloo Sunset - Mono Mix,5nrmGFJ87crVoJF5xdRqwn,64,0.162,0.512,194216,0.69,0,C#,0.167,-6.969,Minor,0.0249,107.839,4/4,0.417
Rock,Tenacious D,The Metal,3pYKJaLiixRcDFfcNhxZKK,60,0.00296,0.623,165960,0.938,0.000852,C,0.48,-4.161,Major,0.123,112.022,4/4,0.308
Reggae,Cultura Profética,Love And Happiness - Recorded at Spotify Studios NYC,1OgjvzxeljGaL4LrZmV1Qj,55,0.277,0.822,307770,0.561,0.00529,F#,0.182,-8.385,Major,0.102,99.999,4/4,0.641
Pop,Taylor Swift,Begin Again,0L4YCNRfXAoTvdpWeH2RGj,55,0.199,0.467,237613,0.532,3.33e-06,G,0.24,-8.277,Major,0.0271,78.748,4/4,0.321
Soul,Xscape,Do You Want To,6xyJaL4VWgP6noKMp5ZW0e,48,0.0679,0.778,341773,0.501,1.82e-06,C,0.106,-7.671,Major,0.0347,119.556,4/4,0.403
Reggaeton,Jory Boy,Romeo y Julieta (Mambo Version) [feat. Omega],7KfggczuGDPdMkDjq9Tnrj,26,0.313,0.729,206560,0.952,0,D#,0.613,-2.808,Minor,0.107,116.153,4/4,0.91
Anime,Capcom Sound Team,SHOOT THE WORKS(Dante 戦闘2),7tpA2XrmnTAScNTlq6gRUX,13,2.67e-05,0.425,175600,0.988,0.897,E,0.346,-6.196,Major,0.0665,140.063,1/4,0.57
Alternative,Sir Sly,Fun,7plcUmQeFLphpul81MjBxk,45,0.00463,0.627,232625,0.683,0.214,A,0.058,-7.504,Major,0.0291,144.019,4/4,0.863
Dance,Metric,Love You Back,3rpVdjbxNKKzFfsrUMvMiw,49,0.00996,0.576,247413,0.802,7.64e-06,A,0.436,-5.553,Minor,0.028,91.962,4/4,0.498
Alternative,NEEDTOBREATHE,HARD LOVE,0xcFH3973DZauDkGnNjMgm,50,0.0231,0.387,214627,0.843,0,C,0.503,-4.221,Minor,0.0539,168.149,4/4,0.378
World,Ryuichi Sakamoto,Hell Ensemble,7iKx0fKqBxPE5o29wxPxML,29,0.742,0.143,158345,0.105,0.889,D,0.106,-25.588,Major,0.063,139.351,1/4,0.0314
Jazz,Cortex,Automne - Colchiques,5Rt5pomA6CvKTuCllwRY74,35,0.679,0.568,159747,0.748,0.273,G,0.301,-7.342,Major,0.0524,128.841,4/4,0.542
Jazz,Vic Damone,Linger Awhile,6lqKvDEvIyI8U4axfffdnR,57,0.795,0.455,119960,0.288,0.00252,A,0.249,-11.999,Major,0.0275,83.418,4/4,0.476
Alternative,Theory of a Deadman,Hate My Life,5zcLnqZbAjDGXX7HNcT1rE,56,0.0162,0.508,190547,0.828,0,C#,0.266,-4.065,Major,0.033,125.868,4/4,0.449
Indie,Dan Auerbach,Malibu Man,5fp7TUlIjOMdhNMkJJIvgx,56,0.127,0.615,216107,0.782,0.00165,A,0.078,-4.683,Major,0.0346,105.736,4/4,0.902
Jazz,Zero 7,You're My Flame,0TcD1Vrb1DKMLp25uHVUFR,38,0.274,0.568,199960,0.661,0.119,A#,0.0901,-10.168,Minor,0.0522,160.414,4/4,0.712
Reggaeton,Ale Mendoza,Ready 2 Go (Remix) [feat. Dyland & Lenny],4esgJdSc4S52eQCsGSRJ1S,46,0.131,0.807,287347,0.789,0.00138,C#,0.101,-6.976,Major,0.0772,129.941,4/4,0.602
Alternative,System Of A Down,Vicinity Of Obscenity,5uMTA9SIe0sE4dnHHSHaYz,51,0.0533,0.548,171800,0.957,3.37e-06,C#,0.683,-3.189,Major,0.162,109.638,4/4,0.514
Folk,Bonnie Raitt,Not The Only One - Radio Edit,1oSyjLVbcDjXyagb5XJ35K,40,0.411,0.726,250533,0.731,7.18e-05,F,0.084,-7.264,Major,0.0383,115.905,4/4,0.513
Movie,Roger Bart,Together Again,1ycSopE5a3oPfpD634geZy,28,0.526,0.65,230040,0.539,0,G,0.0377,-8.549,Major,0.318,144.914,4/4,0.639
World,Elevation Worship,Praise Goes On,40pQPRFmgFHKhkBZrbjSxF,47,0.000141,0.608,255760,0.796,0,C,0.709,-6.019,Major,0.0407,117.999,4/4,0.336
Alternative,Cracker,Low,3zOvCNuRh0hX0Bua4eWJbs,53,0.0104,0.437,274573,0.676,0.00456,G,0.145,-5.607,Major,0.0253,86.832,4/4,0.444
Rock,Chubby Checker,The Twist,3ohLnESFgYACPMCkoTOzqE,59,0.202,0.533,153760,0.638,0,E,0.0729,-7.13,Major,0.0341,156.663,4/4,0.937
Dance,Wisin,Nota de Amor,2i5Ner8w1rUI6QTDxk0ph4,63,0.233,0.797,232267,0.933,0,A#,0.062,-3.058,Major,0.128,98.017,4/4,0.615
Rap,Jacquees,No Validation,2QzNLv0eGX3Vx5v7XHU6Yb,54,0.0739,0.689,192213,0.444,0,G#,0.133,-7.783,Major,0.0685,119.975,4/4,0.409
Alternative,Jai Paul,Str8 Outta Mumbai,3pROf3AwBDvr2LaGfpZFnT,55,0.0625,0.716,162480,0.74,0,A,0.156,-4.437,Minor,0.262,114.916,4/4,0.597
Hip-Hop,Rick James,Mary Jane,5hWLHFSmomXmeTXEE478My,62,0.266,0.529,297347,0.823,1.82e-06,B,0.44,-7.01,Minor,0.129,94.712,4/4,0.86
