love	32
man	18
girl	12
song	11
light	10
life	9
heart	8
sun	7
time	7
world	7
dream	6
night	6
sky	6
sea	5
baby	4
boy	4
dance	4
fire	4
home	4
woman	4
music	2
keyword_family	frequency
