Blues	52
Alternative	49
Rock	49
Comedy	46
Hip-Hop	44
Children’s Music	43
Reggae	43
Soul	42
Indie	41
World	41
Dance	40
Jazz	40
Electronic	39
Folk	39
Reggaeton	39
Rap	37
Country	36
Movie	36
Pop	36
Soundtrack	36
Classical	33
Opera	33
R&B	31
Ska	29
Anime	26
Children's Music	19
A Capella	1
genre	count
